ReviewID,ProductID,ProductCategory,ProductName,ReviewText,Rating,ReviewDate,VerifiedPurchase,HelpfulVotes,CleanedText,Sentiment,SentimentScore,RatingSentiment,Month
REV002069,BOO1351,Books,Sci-Fi Trilogy,"very satisfied, the quality exceeded what I paid for. Five stars from me.",5,2024-05-18,Yes,0,satisfied quality exceeded what paid five stars me,Positive,0.4754,Positive,2024-05
REV001731,SPO1037,Sports & Outdoors,Yoga Mat,"not bad, not great, just an average item.",3,2024-10-11,Yes,0,bad great average item,Positive,0.6754,Neutral,2024-10
REV000302,HOM1788,Home & Kitchen,Blender,"does what it says, no major complaints. Still testing it out.",3,2024-05-16,No,1,what says major complaints still testing out,Positive,0.0903,Neutral,2024-05
REV000073,BEA1646,Beauty,Hair Dryer,"outstanding performance, worth every penny.",4,2024-10-06,Yes,0,outstanding performance worth every penny,Positive,0.7096,Positive,2024-10
REV001742,CLO1641,Clothing,Denim Jeans,"reasonable quality, similar to other products in this range. We'll see how it holds up.",3,2023-05-26,Yes,0,reasonable quality similar other products range ll see how holds up,Neutral,0.0,Neutral,2023-05
REV003183,SPO1786,Sports & Outdoors,Resistance Bands,"does not match the description, quite misleading. Would not recommend to anyone.",2,2024-04-02,Yes,10,match description quite misleading recommend anyone,Negative,-0.6253,Negative,2024-04
REV001654,SPO1022,Sports & Outdoors,Yoga Mat,"superb product, will definitely buy again.",5,2024-10-26,Yes,0,superb product definitely buy again,Positive,0.7783,Positive,2024-10
REV002587,CLO1370,Clothing,Winter Jacket,acceptable quality for casual use. Might update this review later.,3,2023-06-12,Yes,0,acceptable quality casual use might update review later,Positive,0.4767,Neutral,2023-06
REV002006,SPO1769,Sports & Outdoors,Resistance Bands,perfect fit and great customer service too. My whole family loves it.,5,2024-01-15,Yes,2,perfect fit great customer service too whole family loves,Positive,0.9325,Positive,2024-01
REV002582,BEA1477,Beauty,Sunscreen SPF50,"outstanding performance, worth every penny.   <br>  ",4,2024-06-06,Yes,1,outstanding performance worth every penny,Positive,0.7096,Positive,2024-06
REV000422,BEA1073,Beauty,Sunscreen SPF50,"outstanding performance, worth every penny. My whole family loves it.",5,2024-02-28,Yes,2,outstanding performance worth every penny whole family loves,Positive,0.8625,Positive,2024-02
REV002758,SPO1928,Sports & Outdoors,Camping Tent,acceptable quality for casual use. Still testing it out.,3,2023-04-24,Yes,0,acceptable quality casual use still testing out,Positive,0.4767,Neutral,2023-04
REV000852,ELE1211,Electronics,Laptop Stand,"excellent build quality, arrived quickly and works great. My whole family loves it.",5,2024-01-04,Yes,6,excellent build quality arrived quickly works great whole family loves,Positive,0.91,Positive,2024-01
REV001641,SPO1669,Sports & Outdoors,Resistance Bands,acceptable quality for casual use. Might update this review later.,3,2024-04-27,Yes,0,acceptable quality casual use might update review later,Positive,0.4767,Neutral,2024-04
REV002445,ELE1874,Electronics,Smartwatch,"excellent build quality, arrived quickly and works great.",5,2023-12-02,Yes,0,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2023-12
REV003791,HOM1334,Home & Kitchen,Coffee Maker,"not bad, not great, just an average item. We'll see how it holds up.",3,2023-05-28,No,0,bad great average item ll see how holds up,Positive,0.6754,Neutral,2023-05
REV000081,CLO1014,Clothing,Winter Jacket,works flawlessly and looks even better in person. Would buy again.,5,2023-06-20,Yes,0,works flawlessly looks even better person buy again,Positive,0.5719,Positive,2023-06
REV001075,HOM1851,Home & Kitchen,Coffee Maker,"worst purchase I've made this year, do not recommend. Very frustrating.",2,2024-06-11,Yes,0,worst purchase ve made year recommend frustrating,Negative,-0.5555,Negative,2024-06
REV001791,HOM1700,Home & Kitchen,Blender,"absolutely love this product, exceeded my expectations. Fast shipping too!",5,2024-12-30,Yes,1,absolutely love product exceeded expectations fast shipping too,Positive,0.6989,Positive,2024-12
REV000884,BEA1545,Beauty,Sunscreen SPF50,perfect fit and great customer service too.,5,2024-09-04,Yes,3,perfect fit great customer service too,Positive,0.8834,Positive,2024-09
REV001962,BEA1937,Beauty,Hair Dryer,"worst purchase I've made this year, do not recommend. Would not recommend to anyone.",2,2023-08-20,Yes,1,worst purchase ve made year recommend recommend anyone,Negative,-0.8085,Negative,2023-08
REV003525,HOM1037,Home & Kitchen,Blender,"superb product, will definitely buy again. My whole family loves it.",5,2023-07-25,Yes,2,superb product definitely buy again whole family loves,Positive,0.8885,Positive,2023-07
REV003305,SPO1517,Sports & Outdoors,Camping Tent,"very disappointed, stopped working after a few days. Very frustrating.",1,2024-01-24,Yes,1,disappointed stopped working after few days frustrating,Negative,-0.83,Negative,2024-01
REV000980,CLO1119,Clothing,Yoga Pants,"this is fantastic, exactly what I needed. My whole family loves it.",5,2024-07-17,No,4,fantastic exactly what needed whole family loves,Positive,0.8074,Positive,2024-07
REV003315,BEA1517,Beauty,Shampoo,"great quality and works perfectly, highly recommend. My whole family loves it.",5,2024-10-14,Yes,1,great quality works perfectly highly recommend whole family loves,Positive,0.9412,Positive,2024-10
REV003213,HOM1715,Home & Kitchen,Vacuum Cleaner,"works fine so far, will update if anything changes. We'll see how it holds up.",3,2023-12-10,Yes,0,works fine far update anything changes ll see how holds up,Positive,0.2023,Neutral,2023-12
REV001213,SPO1584,Sports & Outdoors,Camping Tent,"it's okay, does the job but nothing special. Might update this review later.",3,2023-10-15,No,0,okay job nothing special might update review later,Negative,-0.3479,Neutral,2023-10
REV003848,BEA1884,Beauty,Hair Dryer,cheaply made and feels flimsy. Would not recommend to anyone.,1,2024-05-20,No,2,cheaply made feels flimsy recommend anyone,Negative,-0.2755,Negative,2024-05
REV000619,HOM1573,Home & Kitchen,Vacuum Cleaner,cheaply made and feels flimsy. Asked for a refund.,1,2023-06-14,Yes,4,cheaply made feels flimsy asked refund,Neutral,0.0,Negative,2023-06
REV000216,SPO1440,Sports & Outdoors,Camping Tent,"does not match the description, quite misleading. Very frustrating.",2,2024-04-14,Yes,0,match description quite misleading frustrating,Negative,-0.7543,Negative,2024-04
REV001383,SPO1201,Sports & Outdoors,Resistance Bands,"great quality and works perfectly, highly recommend. My whole family loves it.",4,2024-11-29,Yes,1,great quality works perfectly highly recommend whole family loves,Positive,0.9412,Positive,2024-11
REV000839,HOM1655,Home & Kitchen,Blender,"reasonable quality, similar to other products in this range.",3,2023-06-06,Yes,0,reasonable quality similar other products range,Neutral,0.0,Neutral,2023-06
REV002565,ELE1843,Electronics,Wireless Earbuds,perfect fit and great customer service too. Five stars from me.,5,2023-05-10,Yes,3,perfect fit great customer service too five stars me,Positive,0.8834,Positive,2023-05
REV003585,CLO1841,Clothing,Running Shoes,"very disappointed, stopped working after a few days.",1,2023-11-16,Yes,0,disappointed stopped working after few days,Negative,-0.6779,Negative,2023-11
REV001422,SPO1789,Sports & Outdoors,Yoga Mat,"outstanding performance, worth every penny. Five stars from me.",5,2023-01-05,Yes,0,outstanding performance worth every penny five stars me,Positive,0.7096,Positive,2023-01
REV001915,BOO1085,Books,Business Book,"gets the job done, nothing more nothing less. Still testing it out.",3,2024-09-15,Yes,0,gets job done nothing more nothing less still testing out,Neutral,0.0,Neutral,2024-09
REV003368,HOM1880,Home & Kitchen,Coffee Maker,works flawlessly and looks even better in person. My whole family loves it.,5,2023-09-19,Yes,0,works flawlessly looks even better person whole family loves,Positive,0.8126,Positive,2023-09
REV002805,BOO1217,Books,Cookbook,arrived defective and customer support was unhelpful. Very frustrating.,2,2024-02-24,Yes,17,arrived defective customer support unhelpful frustrating,Negative,-0.5256,Negative,2024-02
REV002385,SPO1713,Sports & Outdoors,Hiking Backpack,"superb product, will definitely buy again. Five stars from me.",5,2024-04-29,Yes,0,superb product definitely buy again five stars me,Positive,0.7783,Positive,2024-04
REV001687,ELE1682,Electronics,Bluetooth Speaker,"decent for the price, but not amazing. Still testing it out.",3,2023-09-23,Yes,0,decent price amazing still testing out,Negative,-0.6259,Neutral,2023-09
REV001530,HOM1195,Home & Kitchen,Blender,"superb product, will definitely buy again. Would buy again.",5,2024-05-28,Yes,0,superb product definitely buy again buy again,Positive,0.7783,Positive,2024-05
REV003980,BEA1743,Beauty,Face Moisturizer,"absolutely love this product, exceeded my expectations.",4,2023-10-11,Yes,2,absolutely love product exceeded expectations,Positive,0.6697,Positive,2023-10
REV002176,SPO1655,Sports & Outdoors,Yoga Mat,works flawlessly and looks even better in person. Five stars from me.,5,2024-09-18,Yes,6,works flawlessly looks even better person five stars me,Positive,0.5719,Positive,2024-09
REV003119,HOM1769,Home & Kitchen,Vacuum Cleaner,acceptable quality for casual use. Might update this review later.,3,2023-11-26,Yes,0,acceptable quality casual use might update review later,Positive,0.4767,Neutral,2023-11
REV003347,ELE1871,Electronics,Bluetooth Speaker,"excellent build quality, arrived quickly and works great. Would buy again.   <br>  ",5,2023-08-29,Yes,4,excellent build quality arrived quickly works great buy again,Positive,0.8316,Positive,2023-08
REV003272,SPO1876,Sports & Outdoors,Water Bottle,"very disappointed, stopped working after a few days. Would not recommend to anyone.",2,2023-12-10,No,0,disappointed stopped working after few days recommend anyone,Negative,-0.7705,Negative,2023-12
REV003657,BEA1713,Beauty,Lip Balm Set,works flawlessly and looks even better in person. Five stars from me.,5,2023-02-16,Yes,0,works flawlessly looks even better person five stars me,Positive,0.5719,Positive,2023-02
REV001539,ELE1074,Electronics,Laptop Stand,"not bad, not great, just an average item. We'll see how it holds up.",3,2023-12-04,No,1,bad great average item ll see how holds up,Positive,0.6754,Neutral,2023-12
REV003251,BEA1344,Beauty,Shampoo,perfect fit and great customer service too. Five stars from me.   <br>  ,5,2024-07-15,Yes,1,perfect fit great customer service too five stars me,Positive,0.8834,Positive,2024-07
REV002031,BOO1374,Books,Mystery Novel,"works fine so far, will update if anything changes.",3,2023-07-07,Yes,3,works fine far update anything changes,Positive,0.2023,Neutral,2023-07
REV000490,BEA1625,Beauty,Hair Dryer,"works fine so far, will update if anything changes. Might update this review later.",3,2024-08-08,No,1,works fine far update anything changes might update review later,Positive,0.2023,Neutral,2024-08
REV002435,ELE1553,Electronics,Power Bank,"gets the job done, nothing more nothing less. Might update this review later.",3,2023-05-17,Yes,2,gets job done nothing more nothing less might update review later,Neutral,0.0,Neutral,2023-05
REV003568,BOO1037,Books,Business Book,"outstanding performance, worth every penny.",5,2023-02-05,Yes,0,outstanding performance worth every penny,Positive,0.7096,Positive,2023-02
REV001254,SPO1148,Sports & Outdoors,Camping Tent,works flawlessly and looks even better in person. Would buy again.,5,2023-09-27,No,0,works flawlessly looks even better person buy again,Positive,0.5719,Positive,2023-09
REV001927,ELE1402,Electronics,Laptop Stand,"very satisfied, the quality exceeded what I paid for. Fast shipping too!",5,2023-12-28,Yes,4,satisfied quality exceeded what paid fast shipping too,Positive,0.5244,Positive,2023-12
REV000504,SPO1703,Sports & Outdoors,Yoga Mat,"regret buying this, quality is really bad. Wish I'd read reviews first.",2,2024-05-09,Yes,3,regret buying quality bad wish read reviews first,Negative,-0.5595,Negative,2024-05
REV003000,ELE1451,Electronics,Wireless Earbuds,"does what it says, no major complaints. Might update this review later.",3,2024-04-12,Yes,0,what says major complaints might update review later,Positive,0.0903,Neutral,2024-04
REV000426,BEA1339,Beauty,Sunscreen SPF50,"broke within a week, waste of money. Wish I'd read reviews first.",1,2024-04-12,Yes,2,broke within week waste money wish read reviews first,Negative,-0.4404,Negative,2024-04
REV002691,CLO1120,Clothing,Yoga Pants,works flawlessly and looks even better in person. Fast shipping too!,4,2023-04-19,Yes,1,works flawlessly looks even better person fast shipping too,Positive,0.6114,Positive,2023-04
REV003788,ELE1262,Electronics,Power Bank,"outstanding performance, worth every penny.",5,2023-11-09,No,2,outstanding performance worth every penny,Positive,0.7096,Positive,2023-11
REV001301,BEA1644,Beauty,Lip Balm Set,"poor quality, not worth the money at all. Wish I'd read reviews first.",2,2023-11-02,No,0,poor quality worth money all wish read reviews first,Negative,-0.2654,Negative,2023-11
REV000230,ELE1960,Electronics,Wireless Earbuds,"very satisfied, the quality exceeded what I paid for. Five stars from me.",5,2023-07-27,Yes,0,satisfied quality exceeded what paid five stars me,Positive,0.4754,Positive,2023-07
REV003908,CLO1390,Clothing,Running Shoes,"broke within a week, waste of money.",1,2024-08-05,Yes,2,broke within week waste money,Negative,-0.6808,Negative,2024-08
REV003255,HOM1769,Home & Kitchen,Vacuum Cleaner,"superb product, will definitely buy again. Five stars from me.",5,2023-11-17,Yes,4,superb product definitely buy again five stars me,Positive,0.7783,Positive,2023-11
REV000117,BOO1730,Books,Mystery Novel,"does not match the description, quite misleading.",1,2024-08-14,Yes,8,match description quite misleading,Negative,-0.4576,Negative,2024-08
REV003842,HOM1616,Home & Kitchen,Coffee Maker,perfect fit and great customer service too. Five stars from me.,5,2024-03-11,Yes,0,perfect fit great customer service too five stars me,Positive,0.8834,Positive,2024-03
REV001409,BEA1442,Beauty,Shampoo,"absolutely love this product, exceeded my expectations. Fast shipping too!",5,2023-07-13,Yes,2,absolutely love product exceeded expectations fast shipping too,Positive,0.6989,Positive,2023-07
REV002625,BEA1106,Beauty,Face Moisturizer,cheaply made and feels flimsy. Would not recommend to anyone.,2,2023-07-26,No,0,cheaply made feels flimsy recommend anyone,Negative,-0.2755,Negative,2023-07
REV003156,BOO1314,Books,Cookbook,"excellent build quality, arrived quickly and works great. Five stars from me.",5,2024-06-11,Yes,3,excellent build quality arrived quickly works great five stars me,Positive,0.8316,Positive,2024-06
REV003115,BOO1037,Books,Cookbook,works flawlessly and looks even better in person.,5,2023-03-03,No,7,works flawlessly looks even better person,Positive,0.5719,Positive,2023-03
REV002441,HOM1278,Home & Kitchen,Vacuum Cleaner,"works fine so far, will update if anything changes. Still testing it out.",3,2024-12-29,Yes,0,works fine far update anything changes still testing out,Positive,0.2023,Neutral,2024-12
REV001327,SPO1031,Sports & Outdoors,Water Bottle,"works fine so far, will update if anything changes. We'll see how it holds up.",3,2024-09-05,Yes,1,works fine far update anything changes ll see how holds up,Positive,0.2023,Neutral,2024-09
REV001094,BEA1506,Beauty,Face Moisturizer,"terrible experience, item arrived damaged. Very frustrating.",1,2023-03-20,Yes,0,terrible experience item arrived damaged frustrating,Negative,-0.8479,Negative,2023-03
REV001206,BOO1331,Books,Mystery Novel,"this is fantastic, exactly what I needed. My whole family loves it.",4,2023-08-19,Yes,9,fantastic exactly what needed whole family loves,Positive,0.8074,Positive,2023-08
REV001061,BEA1679,Beauty,Hair Dryer,"outstanding performance, worth every penny. Would buy again.",4,2024-08-26,Yes,0,outstanding performance worth every penny buy again,Positive,0.7096,Positive,2024-08
REV002491,HOM1813,Home & Kitchen,Coffee Maker,"terrible experience, item arrived damaged. Very frustrating.",2,2023-07-01,No,0,terrible experience item arrived damaged frustrating,Negative,-0.8479,Negative,2023-07
REV003207,BEA1324,Beauty,Face Moisturizer,"terrible experience, item arrived damaged.",2,2024-07-16,Yes,1,terrible experience item arrived damaged,Negative,-0.7184,Negative,2024-07
REV003851,HOM1635,Home & Kitchen,Coffee Maker,"amazing value for the price, very happy with this purchase.",4,2023-06-30,Yes,1,amazing value price happy purchase,Positive,0.8805,Positive,2023-06
REV002244,CLO1049,Clothing,Winter Jacket,"excellent build quality, arrived quickly and works great. Five stars from me.",4,2023-03-09,Yes,1,excellent build quality arrived quickly works great five stars me,Positive,0.8316,Positive,2023-03
REV003890,ELE1198,Electronics,Laptop Stand,"does what it says, no major complaints. Might update this review later.",3,2024-07-01,Yes,0,what says major complaints might update review later,Positive,0.0903,Neutral,2024-07
REV003362,SPO1197,Sports & Outdoors,Water Bottle,"gets the job done, nothing more nothing less. We'll see how it holds up.",3,2023-06-23,Yes,2,gets job done nothing more nothing less ll see how holds up,Neutral,0.0,Neutral,2023-06
REV000475,SPO1681,Sports & Outdoors,Hiking Backpack,"it's okay, does the job but nothing special. Still testing it out.",3,2023-12-05,Yes,0,okay job nothing special still testing out,Negative,-0.3479,Neutral,2023-12
REV001480,BOO1100,Books,Mystery Novel,"gets the job done, nothing more nothing less.",3,2023-07-10,Yes,0,gets job done nothing more nothing less,Neutral,0.0,Neutral,2023-07
REV002967,ELE1434,Electronics,Wireless Earbuds,"great quality and works perfectly, highly recommend. Five stars from me.",5,2023-03-10,Yes,5,great quality works perfectly highly recommend five stars me,Positive,0.902,Positive,2023-03
REV001053,SPO1695,Sports & Outdoors,Camping Tent,"excellent build quality, arrived quickly and works great.",5,2023-01-14,Yes,3,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2023-01
REV000570,BEA1350,Beauty,Lip Balm Set,"excellent build quality, arrived quickly and works great. Would buy again.",5,2023-06-18,Yes,0,excellent build quality arrived quickly works great buy again,Positive,0.8316,Positive,2023-06
REV000106,CLO1118,Clothing,Winter Jacket,"very satisfied, the quality exceeded what I paid for. Five stars from me.",5,2024-03-01,No,0,satisfied quality exceeded what paid five stars me,Positive,0.4754,Positive,2024-03
REV003865,HOM1302,Home & Kitchen,Non-Stick Pan Set,"this is fantastic, exactly what I needed. Five stars from me.",5,2024-08-09,Yes,2,fantastic exactly what needed five stars me,Positive,0.5574,Positive,2024-08
REV000154,SPO1994,Sports & Outdoors,Yoga Mat,"worst purchase I've made this year, do not recommend. Very frustrating.",1,2024-12-19,Yes,1,worst purchase ve made year recommend frustrating,Negative,-0.5555,Negative,2024-12
REV003476,HOM1194,Home & Kitchen,Air Fryer,"very satisfied, the quality exceeded what I paid for.",4,2024-02-12,Yes,2,satisfied quality exceeded what paid,Positive,0.4754,Positive,2024-02
REV002242,CLO1692,Clothing,Winter Jacket,"superb product, will definitely buy again. Would buy again.",5,2024-08-29,Yes,0,superb product definitely buy again buy again,Positive,0.7783,Positive,2024-08
REV002959,BEA1925,Beauty,Face Moisturizer,"it's okay, does the job but nothing special. We'll see how it holds up.",3,2023-01-13,Yes,2,okay job nothing special ll see how holds up,Negative,-0.3479,Neutral,2023-01
REV002471,SPO1271,Sports & Outdoors,Camping Tent,"amazing value for the price, very happy with this purchase. My whole family loves it.",5,2023-03-28,Yes,0,amazing value price happy purchase whole family loves,Positive,0.9312,Positive,2023-03
REV000254,CLO1926,Clothing,Yoga Pants,"absolutely love this product, exceeded my expectations. Would buy again.",4,2024-07-04,Yes,4,absolutely love product exceeded expectations buy again,Positive,0.6697,Positive,2024-07
REV001367,SPO1410,Sports & Outdoors,Yoga Mat,"absolutely love this product, exceeded my expectations. Five stars from me.",5,2024-11-30,Yes,0,absolutely love product exceeded expectations five stars me,Positive,0.6697,Positive,2024-11
REV001972,ELE1700,Electronics,Wireless Earbuds,"broke within a week, waste of money. Wish I'd read reviews first.",2,2024-11-02,No,2,broke within week waste money wish read reviews first,Negative,-0.4404,Negative,2024-11
REV001423,CLO1037,Clothing,Cotton T-Shirt,"very satisfied, the quality exceeded what I paid for. My whole family loves it.",5,2024-07-07,Yes,4,satisfied quality exceeded what paid whole family loves,Positive,0.7778,Positive,2024-07
REV001287,ELE1314,Electronics,Bluetooth Speaker,"very satisfied, the quality exceeded what I paid for.",5,2024-12-20,Yes,9,satisfied quality exceeded what paid,Positive,0.4754,Positive,2024-12
REV003935,ELE1394,Electronics,Laptop Stand,"superb product, will definitely buy again. My whole family loves it.",4,2024-08-09,Yes,4,superb product definitely buy again whole family loves,Positive,0.8885,Positive,2024-08
REV002825,ELE1014,Electronics,Laptop Stand,"gets the job done, nothing more nothing less.",3,2024-05-15,No,0,gets job done nothing more nothing less,Neutral,0.0,Neutral,2024-05
REV001764,CLO1563,Clothing,Cotton T-Shirt,arrived defective and customer support was unhelpful. Very frustrating.,1,2023-09-21,No,1,arrived defective customer support unhelpful frustrating,Negative,-0.5256,Negative,2023-09
REV001313,ELE1333,Electronics,Smartwatch,"great quality and works perfectly, highly recommend. My whole family loves it.",5,2024-01-12,Yes,5,great quality works perfectly highly recommend whole family loves,Positive,0.9412,Positive,2024-01
REV003310,CLO1620,Clothing,Cotton T-Shirt,"excellent build quality, arrived quickly and works great. Five stars from me.",5,2024-01-01,Yes,1,excellent build quality arrived quickly works great five stars me,Positive,0.8316,Positive,2024-01
REV003301,ELE1739,Electronics,Wireless Earbuds,"works fine so far, will update if anything changes.",3,2023-10-26,Yes,0,works fine far update anything changes,Positive,0.2023,Neutral,2023-10
REV002960,CLO1786,Clothing,Winter Jacket,"does not match the description, quite misleading. Asked for a refund.",1,2023-04-20,Yes,0,match description quite misleading asked refund,Negative,-0.4576,Negative,2023-04
REV002297,ELE1542,Electronics,Wireless Earbuds,"great quality and works perfectly, highly recommend. Fast shipping too!",4,2023-05-21,Yes,2,great quality works perfectly highly recommend fast shipping too,Positive,0.9078,Positive,2023-05
REV003973,SPO1615,Sports & Outdoors,Camping Tent,"broke within a week, waste of money. Asked for a refund.",2,2023-08-28,Yes,1,broke within week waste money asked refund,Negative,-0.6808,Negative,2023-08
REV000391,SPO1190,Sports & Outdoors,Yoga Mat,"absolutely love this product, exceeded my expectations. Would buy again.",4,2023-07-11,Yes,1,absolutely love product exceeded expectations buy again,Positive,0.6697,Positive,2023-07
REV002196,ELE1267,Electronics,Laptop Stand,"this is fantastic, exactly what I needed. Fast shipping too!",5,2023-08-23,Yes,6,fantastic exactly what needed fast shipping too,Positive,0.5983,Positive,2023-08
REV003219,BEA1389,Beauty,Hair Dryer,acceptable quality for casual use. Still testing it out.,3,2024-10-02,Yes,1,acceptable quality casual use still testing out,Positive,0.4767,Neutral,2024-10
REV000007,ELE1096,Electronics,Power Bank,"this is fantastic, exactly what I needed. My whole family loves it.",5,2024-05-28,Yes,0,fantastic exactly what needed whole family loves,Positive,0.8074,Positive,2024-05
REV003193,CLO1009,Clothing,Yoga Pants,"superb product, will definitely buy again. Would buy again.",5,2023-06-14,Yes,0,superb product definitely buy again buy again,Positive,0.7783,Positive,2023-06
REV001688,CLO1071,Clothing,Cotton T-Shirt,"not bad, not great, just an average item.",3,2024-12-10,Yes,0,bad great average item,Positive,0.6754,Neutral,2024-12
REV000661,SPO1989,Sports & Outdoors,Camping Tent,"works fine so far, will update if anything changes. Still testing it out.",3,2024-06-04,No,1,works fine far update anything changes still testing out,Positive,0.2023,Neutral,2024-06
REV003552,ELE1159,Electronics,Bluetooth Speaker,"worst purchase I've made this year, do not recommend. Asked for a refund.",2,2023-12-15,Yes,1,worst purchase ve made year recommend asked refund,Negative,-0.7359,Negative,2023-12
REV002110,BOO1117,Books,Business Book,"not as advertised, very frustrating purchase. Wish I'd read reviews first.",2,2024-10-31,Yes,0,advertised frustrating purchase wish read reviews first,Negative,-0.0591,Negative,2024-10
REV003939,HOM1127,Home & Kitchen,Coffee Maker,"outstanding performance, worth every penny. Five stars from me.",5,2024-10-11,Yes,0,outstanding performance worth every penny five stars me,Positive,0.7096,Positive,2024-10
REV002285,SPO1502,Sports & Outdoors,Hiking Backpack,"absolutely love this product, exceeded my expectations. Five stars from me.   <br>  ",4,2023-08-02,Yes,0,absolutely love product exceeded expectations five stars me,Positive,0.6697,Positive,2023-08
REV002822,BEA1707,Beauty,Hair Dryer,"outstanding performance, worth every penny. Five stars from me.",5,2024-02-28,Yes,0,outstanding performance worth every penny five stars me,Positive,0.7096,Positive,2024-02
REV001202,SPO1270,Sports & Outdoors,Yoga Mat,perfect fit and great customer service too.,5,2023-09-08,Yes,2,perfect fit great customer service too,Positive,0.8834,Positive,2023-09
REV003035,ELE1898,Electronics,Laptop Stand,"excellent build quality, arrived quickly and works great.",5,2023-03-26,Yes,0,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2023-03
REV000274,CLO1240,Clothing,Winter Jacket,"absolutely love this product, exceeded my expectations. My whole family loves it.",5,2024-12-21,Yes,0,absolutely love product exceeded expectations whole family loves,Positive,0.8479,Positive,2024-12
REV001689,CLO1559,Clothing,Winter Jacket,"outstanding performance, worth every penny. My whole family loves it.   <br>  ",4,2023-04-24,Yes,3,outstanding performance worth every penny whole family loves,Positive,0.8625,Positive,2023-04
REV001424,CLO1633,Clothing,Cotton T-Shirt,"amazing value for the price, very happy with this purchase. My whole family loves it.",5,2024-04-23,No,0,amazing value price happy purchase whole family loves,Positive,0.9312,Positive,2024-04
REV002469,BEA1661,Beauty,Face Moisturizer,"decent for the price, but not amazing.",3,2024-02-10,Yes,0,decent price amazing,Negative,-0.6259,Neutral,2024-02
REV001284,HOM1882,Home & Kitchen,Air Fryer,"amazing value for the price, very happy with this purchase. Five stars from me.",5,2024-01-26,Yes,0,amazing value price happy purchase five stars me,Positive,0.8805,Positive,2024-01
REV003172,BEA1778,Beauty,Sunscreen SPF50,"great quality and works perfectly, highly recommend. My whole family loves it.",4,2023-11-06,Yes,9,great quality works perfectly highly recommend whole family loves,Positive,0.9412,Positive,2023-11
REV001768,ELE1978,Electronics,Smartwatch,"broke within a week, waste of money. Asked for a refund.",1,2024-03-26,Yes,4,broke within week waste money asked refund,Negative,-0.6808,Negative,2024-03
REV002631,BOO1807,Books,Cookbook,"very satisfied, the quality exceeded what I paid for. Fast shipping too!",5,2023-11-24,Yes,0,satisfied quality exceeded what paid fast shipping too,Positive,0.5244,Positive,2023-11
REV003437,BEA1194,Beauty,Sunscreen SPF50,"very satisfied, the quality exceeded what I paid for. Five stars from me.",4,2024-06-19,Yes,5,satisfied quality exceeded what paid five stars me,Positive,0.4754,Positive,2024-06
REV000828,BOO1620,Books,Sci-Fi Trilogy,works flawlessly and looks even better in person. My whole family loves it.,4,2024-05-05,No,1,works flawlessly looks even better person whole family loves,Positive,0.8126,Positive,2024-05
REV001056,SPO1083,Sports & Outdoors,Yoga Mat,"outstanding performance, worth every penny.",5,2024-07-21,Yes,1,outstanding performance worth every penny,Positive,0.7096,Positive,2024-07
REV000981,BEA1175,Beauty,Lip Balm Set,"superb product, will definitely buy again. Fast shipping too!",5,2024-03-02,No,2,superb product definitely buy again fast shipping too,Positive,0.7959,Positive,2024-03
REV002692,BOO1725,Books,Business Book,"does what it says, no major complaints. Might update this review later.",3,2024-08-06,Yes,0,what says major complaints might update review later,Positive,0.0903,Neutral,2024-08
REV002511,BEA1494,Beauty,Shampoo,"this is fantastic, exactly what I needed. Would buy again.",4,2023-11-10,No,2,fantastic exactly what needed buy again,Positive,0.5574,Positive,2023-11
REV003226,HOM1631,Home & Kitchen,Coffee Maker,"does what it says, no major complaints. We'll see how it holds up.",3,2023-09-18,Yes,0,what says major complaints ll see how holds up,Positive,0.0903,Neutral,2023-09
REV000721,CLO1231,Clothing,Running Shoes,"great quality and works perfectly, highly recommend. My whole family loves it.",5,2024-05-29,Yes,2,great quality works perfectly highly recommend whole family loves,Positive,0.9412,Positive,2024-05
REV000469,HOM1840,Home & Kitchen,Coffee Maker,cheaply made and feels flimsy. Would not recommend to anyone.,1,2023-03-04,Yes,1,cheaply made feels flimsy recommend anyone,Negative,-0.2755,Negative,2023-03
REV001859,BEA1011,Beauty,Hair Dryer,"very satisfied, the quality exceeded what I paid for. Would buy again.",4,2023-12-08,Yes,8,satisfied quality exceeded what paid buy again,Positive,0.4754,Positive,2023-12
REV002093,SPO1542,Sports & Outdoors,Yoga Mat,cheaply made and feels flimsy. Would not recommend to anyone.,2,2024-04-30,No,0,cheaply made feels flimsy recommend anyone,Negative,-0.2755,Negative,2024-04
REV001778,SPO1176,Sports & Outdoors,Camping Tent,"average product, met basic expectations. Still testing it out.",3,2023-05-10,Yes,0,average product met basic expectations still testing out,Neutral,0.0,Neutral,2023-05
REV002734,BEA1148,Beauty,Face Moisturizer,"it's fine, though the packaging could be better. Still testing it out.",3,2024-03-27,Yes,2,fine though packaging better still testing out,Positive,0.5719,Neutral,2024-03
REV000127,HOM1569,Home & Kitchen,Air Fryer,"it's okay, does the job but nothing special.",3,2024-03-22,No,2,okay job nothing special,Negative,-0.3479,Neutral,2024-03
REV003332,ELE1214,Electronics,Bluetooth Speaker,acceptable quality for casual use. Still testing it out.,3,2023-04-16,No,0,acceptable quality casual use still testing out,Positive,0.4767,Neutral,2023-04
